geneId	seqnames	start	end	width	strand	V4	V5	V6	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	gene_name	gene_type
ENSMUSG00000102766.1	chr1	23256335	23256362	28	*	chr1:23256334-23256362	0	+	Promoter (<=1kb)	1	23255685	23256407	723	2	ENSMUST00000193885.1	45	Gm6420	TEC
ENSMUSG00000100775.1	chr1	23293699	23293745	47	*	chr1:23293698-23293745	0	+	Promoter (<=1kb)	1	23293729	23294075	347	1	ENSMUST00000190910.1	0	Gm29107	lincRNA
ENSMUSG00000100775.1	chr1	23308139	23308159	21	*	chr1:23308138-23308159	0	-	Distal Intergenic	1	23293729	23294075	347	1	ENSMUST00000190910.1	14410	Gm29107	lincRNA
ENSMUSG00000101226.1	chr1	23339475	23339498	24	*	chr1:23339474-23339498	0	-	Distal Intergenic	1	23345956	23346599	644	2	ENSMUST00000189078.1	7101	Gm20954	processed_pseudogene
ENSMUSG00000026158.11	chr1	23428814	23428835	22	*	chr1:23428813-23428835	0	+	Distal Intergenic	1	23366424	23383175	16752	2	ENSMUST00000027343.5	-45639	Ogfrl1	protein_coding
ENSMUSG00000026156.8	chr1	23761873	23761899	27	*	chr1:23761872-23761899	0	-	Promoter (<=1kb)	1	23761926	23849158	87233	1	ENSMUST00000063663.5	-27	B3gat2	protein_coding
ENSMUSG00000026156.8	chr1	23762468	23762498	31	*	chr1:23762467-23762498	0	-	Promoter (<=1kb)	1	23762011	23815739	53729	1	ENSMUST00000140583.1	457	B3gat2	protein_coding
ENSMUSG00000026156.8	chr1	23763251	23763298	48	*	chr1:23763250-23763298	0	+	Promoter (1-2kb)	1	23762011	23815739	53729	1	ENSMUST00000140583.1	1240	B3gat2	protein_coding
ENSMUSG00000077463.1	chr1	24447889	24447909	21	*	chr1:24447888-24447909	0	+	Intron (ENSMUST00000115244.8/ENSMUSG00000026141.13, intron 14 of 50)	1	24548841	24548977	137	2	ENSMUST00000104275.1	101068	Gm26418	snoRNA
ENSMUSG00000101249.1	chr1	24631071	24631106	36	*	chr1:24631070-24631106	0	+	Distal Intergenic	1	24615706	24616197	492	2	ENSMUST00000187117.1	-14874	Gm29216	unprocessed_pseudogene
ENSMUSG00000101249.1	chr1	24631192	24631214	23	*	chr1:24631191-24631214	0	+	Distal Intergenic	1	24615706	24616197	492	2	ENSMUST00000187117.1	-14995	Gm29216	unprocessed_pseudogene
ENSMUSG00000100808.1	chr1	24829027	24829060	34	*	chr1:24829026-24829060	0	-	Distal Intergenic	1	24910461	24911659	1199	2	ENSMUST00000187022.1	82599	Gm28594	processed_pseudogene
ENSMUSG00000084740.1	chr1	25461079	25461100	22	*	chr1:25461078-25461100	0	-	Intron (ENSMUST00000135518.7/ENSMUSG00000033569.17, intron 11 of 31)	1	25451071	25451174	104	1	ENSMUST00000122791.1	10008	Gm25294	snRNA
ENSMUSG00000103889.1	chr1	25564849	25564869	21	*	chr1:25564848-25564869	0	-	Intron (ENSMUST00000135518.7/ENSMUSG00000033569.17, intron 3 of 31)	1	25608250	25611184	2935	2	ENSMUST00000195543.1	46315	Gm37011	TEC
ENSMUSG00000103563.1	chr1	25725455	25725488	34	*	chr1:25725454-25725488	0	+	Promoter (<=1kb)	1	25722038	25724778	2741	2	ENSMUST00000192614.1	-677	8030445P17Rik	TEC
ENSMUSG00000103924.1	chr1	25769709	25769733	25	*	chr1:25769708-25769733	0	+	Intron (ENSMUST00000135518.7/ENSMUSG00000033569.17, intron 3 of 31)	1	25775757	25780306	4550	2	ENSMUST00000192448.1	10573	Gm37895	TEC
ENSMUSG00000033569.17	chr1	25829830	25829846	17	*	chr1:25829829-25829846	0	-	Promoter (<=1kb)	1	25067550	25829707	762158	2	ENSMUST00000151309.7	-123	Adgrb3	protein_coding
ENSMUSG00000033569.17	chr1	25829997	25830019	23	*	chr1:25829996-25830019	0	-	Promoter (<=1kb)	1	25067550	25829707	762158	2	ENSMUST00000151309.7	-290	Adgrb3	protein_coding
ENSMUSG00000104516.1	chr1	25830338	25830390	53	*	chr1:25830337-25830390	0	+	Promoter (<=1kb)	1	25830657	25831878	1222	1	ENSMUST00000194343.1	-267	Gm9884	TEC
ENSMUSG00000104516.1	chr1	25830399	25830433	35	*	chr1:25830398-25830433	0	+	Promoter (<=1kb)	1	25830657	25831878	1222	1	ENSMUST00000194343.1	-224	Gm9884	TEC
ENSMUSG00000104516.1	chr1	25903439	25903470	32	*	chr1:25903438-25903470	0	+	Distal Intergenic	1	25830657	25831878	1222	1	ENSMUST00000194343.1	72782	Gm9884	TEC
ENSMUSG00000101618.1	chr1	25937122	25937152	31	*	chr1:25937121-25937152	0	+	Distal Intergenic	1	25996604	25997159	556	2	ENSMUST00000185358.1	60007	Gm18443	processed_pseudogene
ENSMUSG00000101618.1	chr1	26178352	26178403	52	*	chr1:26178351-26178403	0	+	Distal Intergenic	1	25996604	25997159	556	2	ENSMUST00000185358.1	-181193	Gm18443	processed_pseudogene
ENSMUSG00000101618.1	chr1	26189277	26189312	36	*	chr1:26189276-26189312	0	+	Distal Intergenic	1	25996604	25997159	556	2	ENSMUST00000185358.1	-192118	Gm18443	processed_pseudogene
ENSMUSG00000101618.1	chr1	26192460	26192478	19	*	chr1:26192459-26192478	0	+	Distal Intergenic	1	25996604	25997159	556	2	ENSMUST00000185358.1	-195301	Gm18443	processed_pseudogene
ENSMUSG00000101618.1	chr1	26219613	26219633	21	*	chr1:26219612-26219633	0	-	Distal Intergenic	1	25996604	25997159	556	2	ENSMUST00000185358.1	-222454	Gm18443	processed_pseudogene
ENSMUSG00000099458.1	chr1	26388981	26389004	24	*	chr1:26388980-26389004	0	-	Distal Intergenic	1	26466236	26466886	651	1	ENSMUST00000190716.1	-77232	Gm19123	processed_pseudogene
ENSMUSG00000099458.1	chr1	26468253	26468286	34	*	chr1:26468252-26468286	0	+	Promoter (2-3kb)	1	26466236	26466886	651	1	ENSMUST00000190716.1	2017	Gm19123	processed_pseudogene
ENSMUSG00000073722.3	chr1	26792896	26792936	41	*	chr1:26792895-26792936	0	-	Distal Intergenic	1	26681814	26687460	5647	2	ENSMUST00000097801.3	-105436	4931408C20Rik	protein_coding
ENSMUSG00000095256.1	chr1	27024202	27024227	26	*	chr1:27024201-27024227	0	+	Distal Intergenic	1	26959103	26959221	119	2	ENSMUST00000179494.1	-64981	n-R5s209	rRNA
ENSMUSG00000100310.1	chr1	27234567	27234595	29	*	chr1:27234566-27234595	0	-	Distal Intergenic	1	27336352	27336768	417	2	ENSMUST00000188432.1	102173	Gm19641	processed_pseudogene
ENSMUSG00000100310.1	chr1	27325493	27325516	24	*	chr1:27325492-27325516	0	-	Distal Intergenic	1	27336352	27336768	417	2	ENSMUST00000188432.1	11252	Gm19641	processed_pseudogene
ENSMUSG00000100310.1	chr1	27571514	27571567	54	*	chr1:27571513-27571567	0	-	Distal Intergenic	1	27336352	27336768	417	2	ENSMUST00000188432.1	-234746	Gm19641	processed_pseudogene
ENSMUSG00000101514.1	chr1	27730931	27730957	27	*	chr1:27730930-27730957	0	-	Distal Intergenic	1	27884046	27902396	18351	1	ENSMUST00000185409.1	-153089	Gm5524	lincRNA
ENSMUSG00000101514.1	chr1	27731002	27731025	24	*	chr1:27731001-27731025	0	+	Distal Intergenic	1	27884046	27902396	18351	1	ENSMUST00000185409.1	-153021	Gm5524	lincRNA
ENSMUSG00000101033.1	chr1	27902988	27903022	35	*	chr1:27902987-27903022	0	-	Promoter (1-2kb)	1	27900419	27901072	654	2	ENSMUST00000188833.1	-1916	Gm18776	processed_pseudogene
ENSMUSG00000101372.1	chr1	28090008	28090032	25	*	chr1:28090007-28090032	0	-	Distal Intergenic	1	27989910	27991782	1873	1	ENSMUST00000189614.1	100098	Gm19028	processed_pseudogene
ENSMUSG00000101372.1	chr1	28090044	28090068	25	*	chr1:28090043-28090068	0	-	Distal Intergenic	1	27989910	27991782	1873	1	ENSMUST00000189614.1	100134	Gm19028	processed_pseudogene
ENSMUSG00000101372.1	chr1	28090078	28090141	64	*	chr1:28090077-28090141	0	-	Distal Intergenic	1	27989910	27991782	1873	1	ENSMUST00000189614.1	100168	Gm19028	processed_pseudogene
ENSMUSG00000101372.1	chr1	28090157	28090209	53	*	chr1:28090156-28090209	0	-	Distal Intergenic	1	27989910	27991782	1873	1	ENSMUST00000189614.1	100247	Gm19028	processed_pseudogene
ENSMUSG00000101372.1	chr1	28090381	28090475	95	*	chr1:28090380-28090475	0	-	Distal Intergenic	1	27989910	27991782	1873	1	ENSMUST00000189614.1	100471	Gm19028	processed_pseudogene
ENSMUSG00000101372.1	chr1	28090519	28090569	51	*	chr1:28090518-28090569	0	-	Distal Intergenic	1	27989910	27991782	1873	1	ENSMUST00000189614.1	100609	Gm19028	processed_pseudogene
ENSMUSG00000101372.1	chr1	28090581	28090608	28	*	chr1:28090580-28090608	0	-	Distal Intergenic	1	27989910	27991782	1873	1	ENSMUST00000189614.1	100671	Gm19028	processed_pseudogene
ENSMUSG00000101372.1	chr1	28090618	28090638	21	*	chr1:28090617-28090638	0	-	Distal Intergenic	1	27989910	27991782	1873	1	ENSMUST00000189614.1	100708	Gm19028	processed_pseudogene
ENSMUSG00000103241.1	chr1	28392432	28392485	54	*	chr1:28392431-28392485	0	+	Distal Intergenic	1	28569918	28571431	1514	1	ENSMUST00000193585.1	-177433	Gm38089	TEC
ENSMUSG00000103241.1	chr1	28525392	28525422	31	*	chr1:28525391-28525422	0	-	Distal Intergenic	1	28569918	28571431	1514	1	ENSMUST00000193585.1	-44496	Gm38089	TEC
ENSMUSG00000103241.1	chr1	28574196	28574217	22	*	chr1:28574195-28574217	0	+	Distal Intergenic	1	28569918	28571431	1514	1	ENSMUST00000193585.1	4278	Gm38089	TEC
ENSMUSG00000086240.4	chr1	28656792	28656823	32	*	chr1:28656791-28656823	0	-	Distal Intergenic	1	28580499	28580772	274	2	ENSMUST00000145844.2	-76020	Gm7846	processed_pseudogene
ENSMUSG00000058590.2	chr1	29048982	29049030	49	*	chr1:29048981-29049030	0	+	Distal Intergenic	1	28938036	28938339	304	1	ENSMUST00000081488.2	110946	Gm6462	processed_pseudogene
ENSMUSG00000101235.1	chr1	29097256	29097291	36	*	chr1:29097255-29097291	0	-	Distal Intergenic	1	29219700	29220249	550	1	ENSMUST00000186678.1	-122409	Gm18033	processed_pseudogene
ENSMUSG00000101235.1	chr1	29132210	29132232	23	*	chr1:29132209-29132232	0	-	Distal Intergenic	1	29219700	29220249	550	1	ENSMUST00000186678.1	-87468	Gm18033	processed_pseudogene
ENSMUSG00000099257.1	chr1	29431205	29431223	19	*	chr1:29431204-29431223	0	+	Distal Intergenic	1	29421488	29421612	125	1	ENSMUST00000183870.1	9717	Mir6342	miRNA
ENSMUSG00000101726.1	chr1	29918146	29918186	41	*	chr1:29918145-29918186	0	-	Distal Intergenic	1	29930094	29930715	622	1	ENSMUST00000190177.1	-11908	Gm7858	processed_pseudogene
ENSMUSG00000096829.1	chr1	30090023	30090047	25	*	chr1:30090022-30090047	0	+	Distal Intergenic	1	29985934	29986043	110	1	ENSMUST00000178702.1	104089	Gm23771	miRNA
ENSMUSG00000096829.1	chr1	30118414	30118460	47	*	chr1:30118413-30118460	0	-	Distal Intergenic	1	29985934	29986043	110	1	ENSMUST00000178702.1	132480	Gm23771	miRNA
ENSMUSG00000098883.1	chr1	30451794	30451864	71	*	chr1:30451793-30451864	0	-	Distal Intergenic	1	30333291	30333397	107	2	ENSMUST00000184585.1	-118397	Gm27430	miRNA
ENSMUSG00000053185.2	chr1	30717695	30717719	25	*	chr1:30717694-30717719	0	-	Promoter (2-3kb)	1	30718560	30719962	1403	2	ENSMUST00000065469.2	2243	Gm9898	lincRNA
ENSMUSG00000100237.1	chr1	31024072	31024091	20	*	chr1:31024071-31024091	0	-	Intron (ENSMUST00000233331.1/ENSMUSG00000086727.8, intron 3 of 4)	1	31041919	31043675	1757	1	ENSMUST00000191364.1	-17828	Gm28644	lincRNA
ENSMUSG00000086727.8	chr1	31211790	31211844	55	*	chr1:31211789-31211844	0	+	Intron (ENSMUST00000233331.1/ENSMUSG00000086727.8, intron 1 of 4)	1	30997867	31222597	224731	2	ENSMUST00000187892.7	10753	4931428L18Rik	protein_coding
ENSMUSG00000094215.2	chr1	31406133	31406151	19	*	chr1:31406132-31406151	0	-	Distal Intergenic	1	31286945	31287640	696	1	ENSMUST00000178167.2	119188	Gm6489	processed_pseudogene
ENSMUSG00000101093.1	chr1	31444576	31444618	43	*	chr1:31444575-31444618	0	-	Distal Intergenic	1	31559540	31561400	1861	1	ENSMUST00000189839.1	-114922	Eef1a1-ps2	processed_pseudogene
ENSMUSG00000082159.2	chr1	31902930	31902949	20	*	chr1:31902929-31902949	0	-	Distal Intergenic	1	31736057	31736891	835	1	ENSMUST00000117896.2	166873	Gm7910	processed_pseudogene
ENSMUSG00000064688.1	chr1	32206137	32206168	32	*	chr1:32206136-32206168	0	-	Intron (ENSMUST00000027226.11/ENSMUSG00000026058.11, intron 1 of 8)	1	32213133	32213239	107	2	ENSMUST00000082754.1	7071	Gm25814	snRNA
ENSMUSG00000064688.1	chr1	32342485	32342532	48	*	chr1:32342484-32342532	0	-	Intron (ENSMUST00000027226.11/ENSMUSG00000026058.11, intron 3 of 8)	1	32213133	32213239	107	2	ENSMUST00000082754.1	-129246	Gm25814	snRNA
ENSMUSG00000089489.1	chr1	32560128	32560156	29	*	chr1:32560127-32560156	0	-	Intron (ENSMUST00000027226.11/ENSMUSG00000026058.11, intron 6 of 8)	1	32568359	32568421	63	2	ENSMUST00000158864.1	8265	Gm24732	snRNA
ENSMUSG00000102926.1	chr1	32952257	32952293	37	*	chr1:32952256-32952293	0	+	Distal Intergenic	1	32967484	32972490	5007	2	ENSMUST00000194631.1	20197	Gm37151	TEC
ENSMUSG00000101612.2	chr1	33380258	33380291	34	*	chr1:33380257-33380291	0	-	Distal Intergenic	1	33371331	33373585	2255	1	ENSMUST00000191215.2	8927	Gm7933	processed_pseudogene
ENSMUSG00000065260.1	chr1	33406152	33406196	45	*	chr1:33406151-33406196	0	-	Distal Intergenic	1	33422733	33422838	106	1	ENSMUST00000083326.1	-16537	Gm23453	snRNA
ENSMUSG00000102198.1	chr1	33680462	33680480	19	*	chr1:33680461-33680480	0	+	Distal Intergenic	1	33671915	33674228	2314	2	ENSMUST00000193126.1	-6234	Gm38173	TEC
ENSMUSG00000042182.16	chr1	33907595	33907623	29	*	chr1:33907594-33907623	0	+	Promoter (<=1kb)	1	33852052	33907768	55717	2	ENSMUST00000115161.7	145	Bend6	protein_coding
ENSMUSG00000026131.20	chr1	33908189	33908217	29	*	chr1:33908188-33908217	0	-	Promoter (<=1kb)	1	33908225	34307592	399368	1	ENSMUST00000183034.4	-8	Dst	protein_coding
ENSMUSG00000026131.20	chr1	34011503	34011524	22	*	chr1:34011502-34011524	0	+	Promoter (<=1kb)	1	34011813	34308652	296840	1	ENSMUST00000097786.9	-289	Dst	protein_coding
ENSMUSG00000026131.20	chr1	34012077	34012094	18	*	chr1:34012076-34012094	0	+	Promoter (<=1kb)	1	34011825	34308661	296837	1	ENSMUST00000097785.9	252	Dst	protein_coding
ENSMUSG00000105982.1	chr1	34104449	34104472	24	*	chr1:34104448-34104472	0	+	Intron (ENSMUST00000183034.4/ENSMUSG00000026131.20, intron 5 of 102)	1	34117359	34117431	73	1	ENSMUST00000198033.1	-12887	Mir6896	miRNA
ENSMUSG00000103001.1	chr1	34236631	34236659	29	*	chr1:34236630-34236659	0	-	Intron (ENSMUST00000183034.4/ENSMUSG00000026131.20, intron 60 of 102)	1	34269882	34271128	1247	2	ENSMUST00000194920.1	34469	A930005N03Rik	TEC
ENSMUSG00000101116.1	chr1	34519980	34520008	29	*	chr1:34519979-34520008	0	+	Distal Intergenic	1	34523716	34524007	292	2	ENSMUST00000188334.1	3999	Gm28416	processed_pseudogene
ENSMUSG00000045815.4	chr1	34580091	34580119	29	*	chr1:34580090-34580119	0	-	Promoter (<=1kb)	1	34579202	34579711	510	2	ENSMUST00000186712.1	-380	1700101I19Rik	antisense
ENSMUSG00000102537.1	chr1	34751109	34751137	29	*	chr1:34751108-34751137	0	-	Promoter (1-2kb)	1	34752775	34752922	148	1	ENSMUST00000192878.1	-1638	Gm37224	processed_pseudogene
ENSMUSG00000037509.21	chr1	34778067	34778092	26	*	chr1:34778066-34778092	0	-	Intron (ENSMUST00000159747.8/ENSMUSG00000037509.21, intron 4 of 13)	1	34801704	34813309	11606	1	ENSMUST00000047664.15	-23612	Arhgef4	protein_coding
ENSMUSG00000037509.21	chr1	34778279	34778315	37	*	chr1:34778278-34778315	0	-	Intron (ENSMUST00000159747.8/ENSMUSG00000037509.21, intron 4 of 13)	1	34801704	34813309	11606	1	ENSMUST00000047664.15	-23389	Arhgef4	protein_coding
ENSMUSG00000064601.1	chr1	35706658	35706689	32	*	chr1:35706657-35706689	0	+	Distal Intergenic	1	35761602	35761706	105	1	ENSMUST00000082667.1	-54913	Gm25634	snRNA
ENSMUSG00000064601.1	chr1	35763484	35763524	41	*	chr1:35763483-35763524	0	-	Promoter (1-2kb)	1	35761602	35761706	105	1	ENSMUST00000082667.1	1882	Gm25634	snRNA
ENSMUSG00000104201.1	chr1	36012174	36012203	30	*	chr1:36012173-36012203	0	+	Promoter (1-2kb)	1	36011072	36011894	823	1	ENSMUST00000192017.1	1102	4930535G08Rik	lincRNA
ENSMUSG00000104201.1	chr1	36018872	36018907	36	*	chr1:36018871-36018907	0	-	Distal Intergenic	1	36011072	36011894	823	1	ENSMUST00000192017.1	7800	4930535G08Rik	lincRNA
ENSMUSG00000001138.13	chr1	36512332	36512357	26	*	chr1:36512331-36512357	0	+	Promoter (<=1kb)	1	36511867	36528237	16371	1	ENSMUST00000097776.3	465	Cnnm3	protein_coding
ENSMUSG00000026121.13	chr1	36556578	36556603	26	*	chr1:36556577-36556603	0	-	Promoter (<=1kb)	1	36548642	36557526	8885	2	ENSMUST00000191642.5	923	Sema4c	protein_coding
ENSMUSG00000026121.13	chr1	36557281	36557301	21	*	chr1:36557280-36557301	0	+	Promoter (<=1kb)	1	36548642	36557526	8885	2	ENSMUST00000191642.5	225	Sema4c	protein_coding
ENSMUSG00000087589.3	chr1	36558430	36558460	31	*	chr1:36558429-36558460	0	+	Promoter (<=1kb)	1	36558359	36565613	7255	1	ENSMUST00000149224.2	71	D430040D24Rik	processed_transcript
ENSMUSG00000097291.1	chr1	36779559	36779605	47	*	chr1:36779558-36779605	0	+	Intron (ENSMUST00000027291.6/ENSMUSG00000026117.10, intron 8 of 12)	1	36765018	36765874	857	2	ENSMUST00000180475.1	-13685	Gm18828	transcribed_processed_pseudogene
ENSMUSG00000026114.14	chr1	37204026	37204049	24	*	chr1:37204025-37204049	0	+	Distal Intergenic	1	37218379	37262184	43806	1	ENSMUST00000194195.5	-14330	Cnga3	protein_coding
ENSMUSG00000026114.14	chr1	37240673	37240697	25	*	chr1:37240672-37240697	0	-	Intron (ENSMUST00000194195.5/ENSMUSG00000026114.14, intron 2 of 5)	1	37219205	37263384	44180	1	ENSMUST00000027288.9	21468	Cnga3	protein_coding
ENSMUSG00000026114.14	chr1	37240814	37240857	44	*	chr1:37240813-37240857	0	-	Intron (ENSMUST00000194195.5/ENSMUSG00000026114.14, intron 2 of 5)	1	37219205	37263384	44180	1	ENSMUST00000027288.9	21609	Cnga3	protein_coding
ENSMUSG00000026113.17	chr1	37379820	37379845	26	*	chr1:37379819-37379845	0	+	Intron (ENSMUST00000027287.10/ENSMUSG00000026113.17, intron 16 of 25)	1	37369221	37404439	35219	1	ENSMUST00000168546.2	10599	Inpp4a	protein_coding
ENSMUSG00000026113.17	chr1	37392185	37392219	35	*	chr1:37392184-37392219	0	-	Intron (ENSMUST00000027287.10/ENSMUSG00000026113.17, intron 22 of 25)	1	37369221	37404439	35219	1	ENSMUST00000168546.2	22964	Inpp4a	protein_coding
ENSMUSG00000026113.17	chr1	37398540	37398559	20	*	chr1:37398539-37398559	0	+	Intron (ENSMUST00000027287.10/ENSMUSG00000026113.17, intron 24 of 25)	1	37369221	37404439	35219	1	ENSMUST00000168546.2	29319	Inpp4a	protein_coding
ENSMUSG00000026112.7	chr1	37413177	37413211	35	*	chr1:37413176-37413211	0	-	Distal Intergenic	1	37417084	37430103	13020	2	ENSMUST00000027286.6	16892	Coa5	protein_coding
ENSMUSG00000089767.1	chr1	37606657	37606680	24	*	chr1:37606656-37606680	0	-	Distal Intergenic	1	37614259	37615372	1114	1	ENSMUST00000160659.1	-7579	4930556I23Rik	antisense
ENSMUSG00000089767.1	chr1	37606863	37606879	17	*	chr1:37606862-37606879	0	+	Distal Intergenic	1	37614259	37615372	1114	1	ENSMUST00000160659.1	-7380	4930556I23Rik	antisense
ENSMUSG00000026090.16	chr1	37719192	37719216	25	*	chr1:37719191-37719216	0	-	Promoter (<=1kb)	1	37611677	37720085	108409	2	ENSMUST00000162875.7	869	2010300C02Rik	protein_coding
ENSMUSG00000026090.16	chr1	37720331	37720355	25	*	chr1:37720330-37720355	0	-	Promoter (<=1kb)	1	37611677	37720085	108409	2	ENSMUST00000162875.7	-246	2010300C02Rik	protein_coding
ENSMUSG00000103046.1	chr1	39006860	39006883	24	*	chr1:39006859-39006883	0	+	Distal Intergenic	1	38992678	38994316	1639	1	ENSMUST00000194994.1	14182	Gm37309	TEC
ENSMUSG00000026077.15	chr1	39192249	39192304	56	*	chr1:39192248-39192304	0	+	Promoter (1-2kb)	1	39194212	39363236	169025	1	ENSMUST00000056815.8	-1908	Npas2	protein_coding
ENSMUSG00000026077.15	chr1	39192881	39192901	21	*	chr1:39192880-39192901	0	+	Promoter (1-2kb)	1	39194212	39363236	169025	1	ENSMUST00000056815.8	-1311	Npas2	protein_coding
ENSMUSG00000026077.15	chr1	39193130	39193150	21	*	chr1:39193129-39193150	0	-	Promoter (1-2kb)	1	39194212	39363236	169025	1	ENSMUST00000056815.8	-1062	Npas2	protein_coding
ENSMUSG00000026077.15	chr1	39193462	39193490	29	*	chr1:39193461-39193490	0	-	Promoter (<=1kb)	1	39194212	39363236	169025	1	ENSMUST00000056815.8	-722	Npas2	protein_coding
ENSMUSG00000026077.15	chr1	39194099	39194130	32	*	chr1:39194098-39194130	0	+	Promoter (<=1kb)	1	39194212	39363236	169025	1	ENSMUST00000056815.8	-82	Npas2	protein_coding
ENSMUSG00000003134.10	chr1	39460352	39460397	46	*	chr1:39460351-39460397	0	+	Intron (ENSMUST00000054462.10/ENSMUSG00000003134.10, intron 1 of 19)	1	39373316	39478700	105385	2	ENSMUST00000193823.1	18303	Tbc1d8	protein_coding
ENSMUSG00000003134.10	chr1	39478752	39478775	24	*	chr1:39478751-39478775	0	-	Promoter (<=1kb)	1	39371492	39478755	107264	2	ENSMUST00000054462.10	0	Tbc1d8	protein_coding
ENSMUSG00000057173.8	chr1	39721030	39721054	25	*	chr1:39721029-39721054	0	+	Promoter (<=1kb)	1	39665301	39720997	55697	2	ENSMUST00000151913.2	-33	Rfx8	protein_coding
ENSMUSG00000057173.8	chr1	39756831	39756873	43	*	chr1:39756830-39756873	0	+	Distal Intergenic	1	39665301	39720997	55697	2	ENSMUST00000151913.2	-35834	Rfx8	protein_coding
ENSMUSG00000102985.1	chr1	40063844	40063873	30	*	chr1:40063843-40063873	0	-	Distal Intergenic	1	40049039	40050368	1330	2	ENSMUST00000193054.1	-13476	4930456G14Rik	TEC
ENSMUSG00000102975.1	chr1	40155348	40155384	37	*	chr1:40155347-40155384	0	-	Distal Intergenic	1	40088511	40091581	3071	1	ENSMUST00000193969.1	66837	Gm37347	TEC
ENSMUSG00000026072.12	chr1	40187174	40187196	23	*	chr1:40187173-40187196	0	-	Distal Intergenic	1	40225080	40317257	92178	1	ENSMUST00000027241.10	-37884	Il1r1	protein_coding
ENSMUSG00000070942.8	chr1	40326227	40326255	29	*	chr1:40326226-40326255	0	-	Promoter (1-2kb)	1	40324690	40367562	42873	1	ENSMUST00000194296.5	1537	Il1rl2	protein_coding
ENSMUSG00000026070.15	chr1	40475565	40475597	33	*	chr1:40475564-40475597	0	+	Intron (ENSMUST00000167723.7/ENSMUSG00000026070.15, intron 4 of 9)	1	40466006	40500854	34849	1	ENSMUST00000108044.3	9559	Il18r1	protein_coding
ENSMUSG00000026070.15	chr1	40475607	40475625	19	*	chr1:40475606-40475625	0	+	Intron (ENSMUST00000167723.7/ENSMUSG00000026070.15, intron 4 of 9)	1	40466006	40500854	34849	1	ENSMUST00000108044.3	9601	Il18r1	protein_coding
ENSMUSG00000026062.12	chr1	40681526	40681564	39	*	chr1:40681525-40681564	0	-	Promoter (<=1kb)	1	40681597	40727681	46085	1	ENSMUST00000192345.1	-33	Slc9a2	protein_coding
ENSMUSG00000094136.2	chr1	40848878	40848904	27	*	chr1:40848877-40848904	0	+	Intron (ENSMUST00000114765.3/ENSMUSG00000079588.3, intron 4 of 4)	1	40863737	40864232	496	2	ENSMUST00000178542.2	15328	Gm5973	processed_pseudogene
ENSMUSG00000094136.2	chr1	41020831	41020854	24	*	chr1:41020830-41020854	0	-	Distal Intergenic	1	40863737	40864232	496	2	ENSMUST00000178542.2	-156599	Gm5973	processed_pseudogene
ENSMUSG00000104072.1	chr1	41157700	41157732	33	*	chr1:41157699-41157732	0	-	Distal Intergenic	1	41167587	41181252	13666	2	ENSMUST00000194002.1	23520	4930448I06Rik	lincRNA
ENSMUSG00000104072.1	chr1	41195679	41195720	42	*	chr1:41195678-41195720	0	-	Distal Intergenic	1	41167587	41181252	13666	2	ENSMUST00000194002.1	-14427	4930448I06Rik	lincRNA
